,年度,年月日,カテゴリ,節,H_team,A_team,スコア,スタジアム,K/O時刻,入場者数,インターネット中継・TV放送
9355,2021,20210227,J1,１,北海道コンサドーレ札幌,横浜ＦＣ,5-1,札幌ド,14:00,11897.0,ＤＡＺＮ／ＮＨＫ札幌
9356,2021,20210227,J1,１,大分トリニータ,徳島ヴォルティス,1-1,昭和電ド,14:03,7012.0,ＤＡＺＮ／ＮＨＫ大分／ＮＨＫ徳島／ＮＨＫ松山／ＮＨＫ高知／ＮＨＫ高松
9357,2021,20210227,J1,１,サンフレッチェ広島,ベガルタ仙台,1-1,Ｅスタ,14:03,8820.0,ＤＡＺＮ／ＮＨＫ広島／ＮＨＫ仙台
9358,2021,20210227,J1,１,鹿島アントラーズ,清水エスパルス,1-3,カシマ,15:03,9312.0,ＤＡＺＮ
9359,2021,20210227,J1,１,湘南ベルマーレ,サガン鳥栖,0-1,レモンＳ,15:03,4721.0,ＤＡＺＮ
9360,2021,20210227,J1,１,セレッソ大阪,柏レイソル,2-0,ヤンマー,16:03,4481.0,ＤＡＺＮ
9361,2021,20210227,J1,１,ヴィッセル神戸,ガンバ大阪,1-0,ノエスタ,17:03,4636.0,ＤＡＺＮ
9362,2021,20210227,J2,１,Ｖ・ファーレン長崎,ツエーゲン金沢,2-1,トラスタ,14:03,6436.0,ＤＡＺＮ／長崎国際テレビ
9363,2021,20210227,J2,１,ギラヴァンツ北九州,アルビレックス新潟,1-4,ミクスタ,14:05,3447.0,ＤＡＺＮ
9364,2021,20210228,J1,１,アビスパ福岡,名古屋グランパス,1-2,ベススタ,13:05,4991.0,ＤＡＺＮ／ＮＨＫ福岡／ＮＨＫ名古屋
9365,2021,20210228,J2,１,ＳＣ相模原,京都サンガF.C.,0-2,ギオンス,13:03,2470.0,ＤＡＺＮ
9366,2021,20210228,J2,１,水戸ホーリーホック,大宮アルディージャ,1-2,Ｋｓスタ,14:03,3312.0,ＤＡＺＮ
9367,2021,20210228,J2,１,ジェフユナイテッド千葉,ヴァンフォーレ甲府,1-1,フクアリ,14:03,3798.0,ＤＡＺＮ
9368,2021,20210228,J2,１,ザスパクサツ群馬,ブラウブリッツ秋田,2-1,正田スタ,14:03,3415.0,ＤＡＺＮ／群馬テレビ
9369,2021,20210228,J2,１,ＦＣ町田ゼルビア,モンテディオ山形,1-1,Ｇスタ,14:03,2618.0,ＤＡＺＮ
9370,2021,20210228,J2,１,栃木ＳＣ,ファジアーノ岡山,0-2,カンセキ,14:04,4616.0,ＤＡＺＮ
9371,2021,20210228,J2,１,東京ヴェルディ,愛媛ＦＣ,3-0,味スタ,15:03,3411.0,ＤＡＺＮ
9372,2021,20210228,J2,１,ＦＣ琉球,ジュビロ磐田,1-0,タピスタ,15:03,3871.0,ＤＡＺＮ／ＮＨＫ沖縄
9373,2021,20210228,J2,１,レノファ山口ＦＣ,松本山雅ＦＣ,0-0,みらスタ,15:30,4862.0,ＤＡＺＮ／山口朝日放送
9374,2021,20210302,ＹＬＣ グループステージＢグループ,１,大分トリニータ,ヴィッセル神戸,1-3,昭和電ド,19:03,3320.0,スカパー！／スカパー！オンデマンド
9375,2021,20210302,ＹＬＣ グループステージＣグループ,１,湘南ベルマーレ,浦和レッズ,0-0,レモンＳ,18:03,3022.0,フジテレビＯＮＥ／ＦＯＤ／スカパー！オンデマンド
9376,2021,20210303,J1,１１,川崎フロンターレ,セレッソ大阪,3-2,等々力,18:03,4756.0,ＤＡＺＮ
9377,2021,20210303,ＹＬＣ グループステージＡグループ,１,アビスパ福岡,北海道コンサドーレ札幌,2-3,ベススタ,18:03,1564.0,スカパー！／スカパー！オンデマンド
9378,2021,20210303,ＹＬＣ グループステージＡグループ,１,鹿島アントラーズ,サガン鳥栖,3-0,カシマ,19:03,3784.0,フジテレビＯＮＥ／ＦＯＤ／スカパー！オンデマンド
9379,2021,20210303,ＹＬＣ グループステージＢグループ,１,ＦＣ東京,徳島ヴォルティス,1-0,味スタ,18:03,3788.0,フジテレビＮＥＸＴ／ＦＯＤ／スカパー！オンデマンド
9380,2021,20210303,ＹＬＣ グループステージＣグループ,１,柏レイソル,横浜ＦＣ,0-1,三協Ｆ柏,18:03,2260.0,スカパー！／スカパー！オンデマンド
9381,2021,20210303,ＹＬＣ グループステージＤグループ,１,横浜Ｆ・マリノス,ベガルタ仙台,1-0,ニッパツ,18:03,3851.0,スカパー！／スカパー！オンデマンド
9382,2021,20210303,ＹＬＣ グループステージＤグループ,１,サンフレッチェ広島,清水エスパルス,0-0,Ｅスタ,19:03,1904.0,スカパー！／スカパー！オンデマンド
9383,2021,20210306,J1,２,清水エスパルス,アビスパ福岡,2-2,アイスタ,14:03,9063.0,ＤＡＺＮ／テレビ静岡
9384,2021,20210306,J1,２,ＦＣ東京,セレッソ大阪,3-2,味スタ,14:03,4768.0,ＤＡＺＮ／ＴＯＫＹＯ　ＭＸ
9385,2021,20210306,J1,２,徳島ヴォルティス,ヴィッセル神戸,1-1,鳴門大塚,14:03,7454.0,ＤＡＺＮ／ＮＨＫ徳島
9386,2021,20210306,J1,２,ベガルタ仙台,川崎フロンターレ,1-5,ユアスタ,14:04,9005.0,ＤＡＺＮ／仙台放送／ＮＨＫ　ＢＳ１
9387,2021,20210306,J1,２,横浜ＦＣ,大分トリニータ,1-2,ニッパツ,15:03,4422.0,ＤＡＺＮ
9388,2021,20210306,J1,２,サガン鳥栖,浦和レッズ,2-0,駅スタ,15:03,7452.0,ＤＡＺＮ
9389,2021,20210306,J1,２,柏レイソル,湘南ベルマーレ,2-1,三協Ｆ柏,16:03,3898.0,ＤＡＺＮ
9390,2021,20210306,J1,２,名古屋グランパス,北海道コンサドーレ札幌,1-0,豊田ス,16:03,9846.0,ＤＡＺＮ
9391,2021,20210306,J2,２,アルビレックス新潟,Ｖ・ファーレン長崎,1-0,デンカＳ,13:33,9442.0,ＤＡＺＮ／テレビ新潟
9392,2021,20210306,J2,２,大宮アルディージャ,ヴァンフォーレ甲府,0-2,ＮＡＣＫ,14:03,4000.0,ＤＡＺＮ／テレ玉
9393,2021,20210306,J2,２,ギラヴァンツ北九州,水戸ホーリーホック,1-2,ミクスタ,14:03,2504.0,ＤＡＺＮ
9394,2021,20210306,J2,２,ジュビロ磐田,ＦＣ町田ゼルビア,1-3,ヤマハ,14:03,6791.0,ＤＡＺＮ
9395,2021,20210306,J2,２,ＦＣ琉球,レノファ山口ＦＣ,2-1,タピスタ,16:03,1086.0,ＤＡＺＮ
9396,2021,20210307,J1,２,横浜Ｆ・マリノス,サンフレッチェ広島,3-3,日産ス,13:03,4906.0,ＤＡＺＮ
9397,2021,20210307,J2,２,ＳＣ相模原,ザスパクサツ群馬,0-0,ギオンス,13:03,1268.0,ＤＡＺＮ
9398,2021,20210307,J2,２,ファジアーノ岡山,ツエーゲン金沢,0-1,Ｃスタ,14:03,5788.0,ＤＡＺＮ／テレビせとうち
9399,2021,20210307,J2,２,京都サンガF.C.,松本山雅ＦＣ,0-0,サンガＳ,14:03,6556.0,ＤＡＺＮ／ＫＢＳ京都（録）
9400,2021,20210307,J2,２,栃木ＳＣ,ブラウブリッツ秋田,0-1,カンセキ,14:03,3706.0,ＤＡＺＮ／とちぎテレビ
9401,2021,20210307,J2,２,愛媛ＦＣ,ジェフユナイテッド千葉,1-1,ニンスタ,14:03,2393.0,ＤＡＺＮ／南海放送（録）
9402,2021,20210307,J2,２,東京ヴェルディ,モンテディオ山形,0-2,味スタ,15:03,2709.0,ＤＡＺＮ
9403,2021,20210308,Ｊエリートリーグ グループＢ,１,愛媛ＦＣ,ファジアーノ岡山,1-2,北条陸,13:00,0.0,なし
9404,2021,20210310,J1,３,柏レイソル,名古屋グランパス,0-1,三協Ｆ柏,18:01,2877.0,ＤＡＺＮ／ＮＨＫ　ＢＳ１
9405,2021,20210310,J1,３,浦和レッズ,横浜ＦＣ,2-0,埼玉,18:03,4524.0,ＤＡＺＮ
9406,2021,20210310,J1,３,ＦＣ東京,ヴィッセル神戸,2-3,味スタ,18:03,4707.0,ＤＡＺＮ
9407,2021,20210310,J1,３,アビスパ福岡,横浜Ｆ・マリノス,1-3,ベススタ,18:03,4607.0,ＤＡＺＮ／ＲＫＢ毎日放送
9408,2021,20210310,J1,３,サンフレッチェ広島,北海道コンサドーレ札幌,2-1,Ｅスタ,19:03,3821.0,ＤＡＺＮ
9409,2021,20210310,J1,３,鹿島アントラーズ,湘南ベルマーレ,3-1,カシマ,19:03,4546.0,ＤＡＺＮ
9410,2021,20210310,J1,３,セレッソ大阪,清水エスパルス,2-1,ヤンマー,19:03,6063.0,ＤＡＺＮ
9411,2021,20210310,J1,３,川崎フロンターレ,徳島ヴォルティス,2-0,等々力,19:03,4853.0,ＤＡＺＮ
9412,2021,20210310,J1,３,サガン鳥栖,ベガルタ仙台,5-0,駅スタ,19:04,4604.0,ＤＡＺＮ
9413,2021,20210313,J1,４,徳島ヴォルティス,アビスパ福岡,1-2,鳴門大塚,14:01,4203.0,ＤＡＺＮ／ＮＨＫ　ＢＳ１
9414,2021,20210313,J1,４,横浜ＦＣ,セレッソ大阪,1-4,ニッパツ,16:00,2857.0,ＤＡＺＮ
9415,2021,20210313,J1,４,鹿島アントラーズ,サンフレッチェ広島,1-1,カシマ,16:03,6829.0,ＤＡＺＮ
9416,2021,20210313,J1,４,湘南ベルマーレ,ベガルタ仙台,3-1,レモンＳ,16:03,3642.0,ＤＡＺＮ
9417,2021,20210313,J1,４,川崎フロンターレ,柏レイソル,1-0,等々力,17:33,4744.0,ＤＡＺＮ
9418,2021,20210313,J1,４,ヴィッセル神戸,名古屋グランパス,0-1,ノエスタ,18:03,8934.0,ＤＡＺＮ
9419,2021,20210313,J2,３,Ｖ・ファーレン長崎,愛媛ＦＣ,1-1,トラスタ,14:03,5490.0,ＤＡＺＮ
9420,2021,20210313,J2,３,レノファ山口ＦＣ,アルビレックス新潟,1-2,みらスタ,14:03,3045.0,ＤＡＺＮ
9421,2021,20210313,J2,３,ジュビロ磐田,水戸ホーリーホック,3-2,ヤマハ,14:03,3878.0,ＤＡＺＮ
9422,2021,20210314,J1,４,横浜Ｆ・マリノス,浦和レッズ,3-0,日産ス,13:03,4864.0,ＤＡＺＮ
9423,2021,20210314,J1,４,清水エスパルス,サガン鳥栖,0-0,アイスタ,14:03,7715.0,ＤＡＺＮ／静岡放送
9424,2021,20210314,J1,４,大分トリニータ,ＦＣ東京,1-1,昭和電ド,15:03,9590.0,ＤＡＺＮ
9425,2021,20210314,J2,３,ＦＣ町田ゼルビア,東京ヴェルディ,2-2,Ｇスタ,14:03,2598.0,ＤＡＺＮ
9426,2021,20210314,J2,３,松本山雅ＦＣ,モンテディオ山形,1-1,サンアル,14:03,7718.0,ＤＡＺＮ／信越放送
9427,2021,20210314,J2,３,ツエーゲン金沢,ギラヴァンツ北九州,1-1,石川西部,14:03,2707.0,ＤＡＺＮ
9428,2021,20210314,J2,３,ザスパクサツ群馬,ＦＣ琉球,0-2,正田スタ,14:03,2258.0,ＤＡＺＮ
9429,2021,20210314,J2,３,ジェフユナイテッド千葉,ブラウブリッツ秋田,0-2,フクアリ,14:03,3969.0,ＤＡＺＮ
9430,2021,20210314,J2,３,ファジアーノ岡山,ＳＣ相模原,0-0,Ｃスタ,14:03,6091.0,ＤＡＺＮ
9431,2021,20210314,J2,３,ヴァンフォーレ甲府,栃木ＳＣ,2-1,ＪＩＴス,14:03,5146.0,ＤＡＺＮ／山梨放送
9432,2021,20210314,J3,１,Ｙ．Ｓ．Ｃ．Ｃ．横浜,カターレ富山,0-1,ニッパツ,13:03,1239.0,ＤＡＺＮ
9433,2021,20210314,J3,１,テゲバジャーロ宮崎,いわてグルージャ盛岡,0-1,ユニスタ,13:03,1786.0,ＤＡＺＮ／ＮＨＫ宮崎
9434,2021,20210314,J3,１,福島ユナイテッドＦＣ,藤枝ＭＹＦＣ,0-0,とうスタ,13:03,1191.0,ＤＡＺＮ
9435,2021,20210314,J3,１,ＦＣ今治,ロアッソ熊本,0-1,夢スタ,13:03,2236.0,ＤＡＺＮ／南海放送（録）
9436,2021,20210314,J3,１,カマタマーレ讃岐,ＡＣ長野パルセイロ,0-2,ピカスタ,14:03,2240.0,ＤＡＺＮ
9437,2021,20210314,J3,１,鹿児島ユナイテッドＦＣ,ガイナーレ鳥取,2-3,白波スタ,14:03,4850.0,ＤＡＺＮ
9438,2021,20210314,J3,１,ＦＣ岐阜,ヴァンラーレ八戸,0-0,長良川,14:03,4519.0,ＤＡＺＮ
9439,2021,20210317,J1,５,ＦＣ東京,湘南ベルマーレ,3-2,味スタ,18:01,4133.0,ＤＡＺＮ／ＮＨＫ　ＢＳ１
9440,2021,20210317,J1,５,アビスパ福岡,鹿島アントラーズ,1-0,ベススタ,18:03,4510.0,ＤＡＺＮ
9441,2021,20210317,J1,５,浦和レッズ,北海道コンサドーレ札幌,0-0,埼玉,18:04,4571.0,ＤＡＺＮ／テレ玉
9442,2021,20210317,J1,５,横浜Ｆ・マリノス,徳島ヴォルティス,1-0,ニッパツ,19:03,4787.0,ＤＡＺＮ
9443,2021,20210317,J1,５,名古屋グランパス,横浜ＦＣ,3-0,豊田ス,19:03,8457.0,ＤＡＺＮ
9444,2021,20210317,J1,５,サガン鳥栖,柏レイソル,2-0,駅スタ,19:03,5119.0,ＤＡＺＮ
9445,2021,20210317,J1,５,セレッソ大阪,大分トリニータ,1-0,ヤンマー,19:03,5230.0,ＤＡＺＮ
9446,2021,20210317,J1,５,サンフレッチェ広島,清水エスパルス,1-0,Ｅスタ,19:03,4145.0,ＤＡＺＮ
9447,2021,20210317,J1,５,ヴィッセル神戸,川崎フロンターレ,1-1,ノエスタ,19:03,7446.0,ＤＡＺＮ
9448,2021,20210320,J1,６,北海道コンサドーレ札幌,ヴィッセル神戸,3-4,札幌ド,14:03,9512.0,ＤＡＺＮ
9449,2021,20210320,J2,４,アルビレックス新潟,ザスパクサツ群馬,3-1,デンカＳ,14:03,9329.0,ＤＡＺＮ／新潟総合テレビ
9450,2021,20210320,J2,４,ＦＣ琉球,Ｖ・ファーレン長崎,3-1,タピスタ,16:03,1917.0,ＤＡＺＮ
9451,2021,20210320,J2,４,東京ヴェルディ,ツエーゲン金沢,2-4,味スタ,16:03,2245.0,ＤＡＺＮ
9452,2021,20210320,J3,２,福島ユナイテッドＦＣ,Ｙ．Ｓ．Ｃ．Ｃ．横浜,2-1,とうスタ,13:03,526.0,ＤＡＺＮ
9453,2021,20210320,J3,２,アスルクラロ沼津,ＦＣ今治,1-0,愛鷹,13:03,1727.0,ＤＡＺＮ
9454,2021,20210320,J3,２,ロアッソ熊本,鹿児島ユナイテッドＦＣ,2-2,えがおＳ,14:03,3128.0,ＤＡＺＮ
9455,2021,20210320,Ｊユースリーグ グループＡ,１,いわてグルージャ盛岡,モンテディオ山形,1-11,つなぎ,14:01,50.0,なし
9456,2021,20210320,Ｊユースリーグ グループＧ,１,清水エスパルス,アスルクラロ沼津,6-0,鈴与三保,15:59,0.0,なし
9457,2021,20210320,Ｊユースリーグ グループＩ,２,徳島ヴォルティス,ガイナーレ鳥取,3-4,ＴＳＶ,14:00,0.0,なし
9458,2021,20210321,J1,６,ＦＣ東京,ベガルタ仙台,2-1,味スタ,13:03,4402.0,ＤＡＺＮ
9459,2021,20210321,J1,６,サガン鳥栖,アビスパ福岡,0-0,駅スタ,14:03,9631.0,ＤＡＺＮ／ＮＨＫ佐賀／ＮＨＫ福岡
9460,2021,20210321,J1,６,徳島ヴォルティス,横浜ＦＣ,2-1,鳴門大塚,14:03,5180.0,ＤＡＺＮ
9461,2021,20210321,J1,６,大分トリニータ,サンフレッチェ広島,1-3,昭和電ド,14:03,6231.0,ＤＡＺＮ
9462,2021,20210321,J1,６,湘南ベルマーレ,セレッソ大阪,0-0,レモンＳ,15:01,3585.0,ＤＡＺＮ／ＮＨＫ　ＢＳ１
9463,2021,20210321,J1,６,浦和レッズ,川崎フロンターレ,0-5,埼玉,15:04,4679.0,ＤＡＺＮ／テレ玉
9464,2021,20210321,J1,６,鹿島アントラーズ,名古屋グランパス,0-1,カシマ,16:03,7809.0,ＤＡＺＮ
9465,2021,20210321,J1,６,柏レイソル,清水エスパルス,1-2,三協Ｆ柏,16:03,3236.0,ＤＡＺＮ
9466,2021,20210321,J2,４,京都サンガF.C.,ジュビロ磐田,3-4,サンガＳ,14:03,8024.0,ＤＡＺＮ
9467,2021,20210321,J2,４,モンテディオ山形,栃木ＳＣ,1-2,ＮＤスタ,14:03,6242.0,ＤＡＺＮ
9468,2021,20210321,J2,４,松本山雅ＦＣ,ジェフユナイテッド千葉,0-1,サンアル,14:03,4143.0,ＤＡＺＮ
9469,2021,20210321,J2,４,愛媛ＦＣ,ヴァンフォーレ甲府,0-1,ニンスタ,14:03,1593.0,ＤＡＺＮ／南海放送（録）
9470,2021,20210321,J2,４,ギラヴァンツ北九州,ブラウブリッツ秋田,1-1,ミクスタ,14:03,2491.0,ＤＡＺＮ
9471,2021,20210321,J2,４,水戸ホーリーホック,ＦＣ町田ゼルビア,3-0,Ｋｓスタ,16:03,1400.0,ＤＡＺＮ
9472,2021,20210321,J2,４,ＳＣ相模原,大宮アルディージャ,2-1,ギオンス,16:03,727.0,ＤＡＺＮ
9473,2021,20210321,J2,４,レノファ山口ＦＣ,ファジアーノ岡山,0-0,みらスタ,16:03,3276.0,ＤＡＺＮ
9474,2021,20210321,J3,２,藤枝ＭＹＦＣ,ＦＣ岐阜,1-3,藤枝サ,13:03,1108.0,ＤＡＺＮ
9475,2021,20210321,J3,２,ガイナーレ鳥取,いわてグルージャ盛岡,1-1,Ａｘｉｓ,13:03,1253.0,ＤＡＺＮ
9476,2021,20210321,J3,２,ＡＣ長野パルセイロ,テゲバジャーロ宮崎,1-1,長野Ｕ,14:03,2561.0,ＤＡＺＮ
9477,2021,20210321,J3,２,カターレ富山,ヴァンラーレ八戸,2-1,富山,14:03,2000.0,ＤＡＺＮ
9478,2021,20210321,Ｊエリートリーグ グループＣ,１,ＦＣ琉球,Ｖ・ファーレン長崎,1-1,タピスタ,13:00,204.0,なし
9479,2021,20210321,Ｊユースリーグ グループＪ,２,サガン鳥栖,大分トリニータ,6-2,佐賀健康,14:00,20.0,なし
9480,2021,20210322,Ｊエリートリーグ グループＡ,１,名古屋グランパス,横浜Ｆ・マリノス,0-3,トヨタＳ,13:00,0.0,なし
9481,2021,20210322,Ｊエリートリーグ グループＡ,１,清水エスパルス,水戸ホーリーホック,1-0,三保Ｇ,14:00,0.0,なし
9482,2021,20210324,J2,３,大宮アルディージャ,京都サンガF.C.,1-2,ＮＡＣＫ,19:03,2531.0,ＤＡＺＮ／テレ玉
9483,2021,20210327,ＹＬＣ グループステージＡグループ,２,サガン鳥栖,北海道コンサドーレ札幌,1-5,駅スタ,14:03,4399.0,スカパー！／スカパー！オンデマンド
9484,2021,20210327,ＹＬＣ グループステージＡグループ,２,アビスパ福岡,鹿島アントラーズ,1-5,ベススタ,18:03,3964.0,スカパー！／スカパー！オンデマンド
9485,2021,20210327,ＹＬＣ グループステージＢグループ,２,徳島ヴォルティス,大分トリニータ,0-1,鳴門大塚,14:03,2322.0,スカパー！／スカパー！オンデマンド
9486,2021,20210327,ＹＬＣ グループステージＣグループ,２,浦和レッズ,柏レイソル,0-1,埼玉,15:03,8024.0,フジテレビＮＥＸＴ／ＦＯＤ／スカパー！オンデマンド
9487,2021,20210327,ＹＬＣ グループステージＣグループ,２,湘南ベルマーレ,横浜ＦＣ,1-0,レモンＳ,15:03,4865.0,スカパー！／スカパー！オンデマンド
9488,2021,20210327,ＹＬＣ グループステージＤグループ,２,横浜Ｆ・マリノス,サンフレッチェ広島,5-0,ニッパツ,14:03,5600.0,スカパー！／スカパー！オンデマンド
9489,2021,20210327,ＹＬＣ グループステージＤグループ,２,ベガルタ仙台,清水エスパルス,0-1,ユアスタ,14:03,3196.0,スカパー！／スカパー！オンデマンド
9490,2021,20210327,J2,５,ジェフユナイテッド千葉,ＦＣ琉球,1-2,フクアリ,14:03,4169.0,ＤＡＺＮ
9491,2021,20210327,J2,５,ジュビロ磐田,レノファ山口ＦＣ,1-2,エコパ,14:03,5587.0,ＤＡＺＮ
9492,2021,20210327,J2,５,大宮アルディージャ,Ｖ・ファーレン長崎,4-0,ＮＡＣＫ,14:03,4510.0,ＤＡＺＮ
9493,2021,20210327,J2,５,ヴァンフォーレ甲府,ＦＣ町田ゼルビア,0-1,ＪＩＴス,14:03,5008.0,ＤＡＺＮ
9494,2021,20210327,J2,５,アルビレックス新潟,東京ヴェルディ,7-0,デンカＳ,14:03,10968.0,ＤＡＺＮ／新潟テレビ２１
9495,2021,20210327,Ｊユースリーグ グループＢ,２,ヴァンフォーレ甲府,水戸ホーリーホック,3-0,押原Ｇ,13:01,30.0,なし
9496,2021,20210327,Ｊユースリーグ グループＩ,１,ガイナーレ鳥取,ＦＣ今治,5-2,大山ＦＢ,13:00,30.0,なし
9497,2021,20210328,ＹＬＣ グループステージＢグループ,２,ＦＣ東京,ヴィッセル神戸,2-0,味スタ,14:03,6512.0,フジテレビＮＥＸＴ／ＦＯＤ／スカパー！オンデマンド
9498,2021,20210328,J2,５,ブラウブリッツ秋田,京都サンガF.C.,1-0,ソユスタ,13:03,3015.0,ＤＡＺＮ／秋田放送
9499,2021,20210328,J2,５,ザスパクサツ群馬,ギラヴァンツ北九州,0-2,正田スタ,14:03,1319.0,ＤＡＺＮ
9500,2021,20210328,J2,５,モンテディオ山形,ファジアーノ岡山,0-1,ＮＤスタ,14:03,3512.0,ＤＡＺＮ
9501,2021,20210328,J2,５,水戸ホーリーホック,松本山雅ＦＣ,3-0,Ｋｓスタ,14:03,2127.0,ＤＡＺＮ
9502,2021,20210328,J2,５,ツエーゲン金沢,ＳＣ相模原,2-1,石川西部,14:03,1758.0,ＤＡＺＮ
9503,2021,20210328,J2,５,栃木ＳＣ,愛媛ＦＣ,2-1,カンセキ,14:03,3891.0,ＤＡＺＮ
9504,2021,20210328,J3,３,Ｙ．Ｓ．Ｃ．Ｃ．横浜,ロアッソ熊本,0-0,ニッパツ,13:03,1117.0,ＤＡＺＮ
9505,2021,20210328,J3,３,鹿児島ユナイテッドＦＣ,福島ユナイテッドＦＣ,2-0,白波スタ,13:03,2946.0,ＤＡＺＮ
9506,2021,20210328,J3,３,ＦＣ今治,ガイナーレ鳥取,2-0,夢スタ,13:03,1392.0,ＤＡＺＮ／南海放送（録）
9507,2021,20210328,J3,３,ヴァンラーレ八戸,アスルクラロ沼津,1-0,プラスタ,13:03,1367.0,ＤＡＺＮ
9508,2021,20210328,J3,３,いわてグルージャ盛岡,ＡＣ長野パルセイロ,0-0,いわスタ,13:03,1058.0,ＤＡＺＮ
9509,2021,20210328,J3,３,テゲバジャーロ宮崎,カターレ富山,2-1,ユニスタ,14:03,599.0,ＤＡＺＮ
9510,2021,20210328,J3,３,ＦＣ岐阜,カマタマーレ讃岐,4-0,長良川,14:03,2450.0,ＤＡＺＮ／岐阜放送
9511,2021,20210328,Ｊエリートリーグ グループＡ,１,浦和レッズ,北海道コンサドーレ札幌,3-2,大原,15:04,0.0,なし
9512,2021,20210402,J1,７,セレッソ大阪,サガン鳥栖,1-0,ヤンマー,19:03,7014.0,ＤＡＺＮ
9513,2021,20210403,J1,７,横浜Ｆ・マリノス,湘南ベルマーレ,1-1,日産ス,13:03,9152.0,ＤＡＺＮ
9514,2021,20210403,J1,７,サンフレッチェ広島,ガンバ大阪,0-0,Ｅスタ,14:03,8665.0,ＤＡＺＮ
9515,2021,20210403,J1,７,名古屋グランパス,ＦＣ東京,0-0,豊田ス,14:03,15035.0,ＤＡＺＮ
9516,2021,20210403,J1,７,ベガルタ仙台,ヴィッセル神戸,0-2,ユアスタ,14:03,4619.0,ＤＡＺＮ
9517,2021,20210403,J1,７,アビスパ福岡,北海道コンサドーレ札幌,1-2,ベススタ,14:03,4432.0,ＤＡＺＮ
9518,2021,20210403,J1,７,浦和レッズ,鹿島アントラーズ,2-1,埼玉,15:04,9975.0,ＤＡＺＮ／テレ玉
9519,2021,20210403,J1,７,横浜ＦＣ,柏レイソル,1-1,ニッパツ,17:03,3941.0,ＤＡＺＮ
9520,2021,20210403,J1,７,川崎フロンターレ,大分トリニータ,2-0,等々力,19:01,9810.0,ＤＡＺＮ／ＮＨＫ　ＢＳ１
9521,2021,20210403,J2,６,Ｖ・ファーレン長崎,ヴァンフォーレ甲府,2-1,トラスタ,14:03,4463.0,ＤＡＺＮ
9522,2021,20210403,J2,６,ギラヴァンツ北九州,モンテディオ山形,0-0,ミクスタ,14:03,2383.0,ＤＡＺＮ
9523,2021,20210403,J2,６,ＦＣ琉球,大宮アルディージャ,0-0,タピスタ,17:03,2749.0,ＤＡＺＮ
9524,2021,20210403,J3,４,いわてグルージャ盛岡,ＦＣ今治,3-2,いわスタ,13:03,610.0,ＤＡＺＮ
9525,2021,20210404,J1,７,清水エスパルス,徳島ヴォルティス,0-3,アイスタ,14:03,7464.0,ＤＡＺＮ
9526,2021,20210404,J2,６,ＳＣ相模原,アルビレックス新潟,2-2,ギオンス,13:03,3420.0,ＤＡＺＮ
9527,2021,20210404,J2,６,ファジアーノ岡山,ジュビロ磐田,0-1,Ｃスタ,13:03,4614.0,ＤＡＺＮ／岡山放送
9528,2021,20210404,J2,６,京都サンガF.C.,ジェフユナイテッド千葉,2-1,サンガＳ,14:03,4473.0,ＤＡＺＮ
9529,2021,20210404,J2,６,松本山雅ＦＣ,ブラウブリッツ秋田,3-1,サンアル,14:03,4825.0,ＤＡＺＮ
9530,2021,20210404,J2,６,レノファ山口ＦＣ,栃木ＳＣ,0-1,みらスタ,14:03,2338.0,ＤＡＺＮ
9531,2021,20210404,J2,６,愛媛ＦＣ,ザスパクサツ群馬,1-2,ニンスタ,14:03,826.0,ＤＡＺＮ／南海放送（録）
9532,2021,20210404,J2,６,ＦＣ町田ゼルビア,ツエーゲン金沢,0-1,Ｇスタ,14:03,1818.0,ＤＡＺＮ
9533,2021,20210404,J2,６,東京ヴェルディ,水戸ホーリーホック,2-1,味スタ,15:03,2197.0,ＤＡＺＮ
9534,2021,20210404,J3,４,アスルクラロ沼津,Ｙ．Ｓ．Ｃ．Ｃ．横浜,1-0,愛鷹,13:03,759.0,ＤＡＺＮ
9535,2021,20210404,J3,４,ＡＣ長野パルセイロ,ヴァンラーレ八戸,1-1,長野Ｕ,14:03,2076.0,ＤＡＺＮ
9536,2021,20210404,J3,４,カマタマーレ讃岐,藤枝ＭＹＦＣ,0-1,ピカスタ,14:03,835.0,ＤＡＺＮ
9537,2021,20210404,J3,４,カターレ富山,福島ユナイテッドＦＣ,2-2,富山,14:03,1332.0,ＤＡＺＮ
9538,2021,20210404,J3,４,ロアッソ熊本,テゲバジャーロ宮崎,1-2,えがおＳ,14:03,2109.0,ＤＡＺＮ
9539,2021,20210404,Ｊユースリーグ グループＦ,６,カターレ富山,ＡＣ長野パルセイロ,8-1,永森記念,10:30,100.0,なし
9540,2021,20210406,J1,８,横浜Ｆ・マリノス,セレッソ大阪,1-0,日産ス,19:03,7980.0,ＤＡＺＮ
9541,2021,20210407,J1,８,鹿島アントラーズ,柏レイソル,2-1,カシマ,19:01,4550.0,ＤＡＺＮ／ＮＨＫ　ＢＳ１
9542,2021,20210407,J1,８,清水エスパルス,浦和レッズ,0-2,アイスタ,19:02,5548.0,ＤＡＺＮ
9543,2021,20210407,J1,８,川崎フロンターレ,サガン鳥栖,1-0,等々力,19:03,9173.0,ＤＡＺＮ
9544,2021,20210407,J1,８,横浜ＦＣ,サンフレッチェ広島,0-3,ニッパツ,19:03,1899.0,ＤＡＺＮ
9545,2021,20210407,J1,８,湘南ベルマーレ,名古屋グランパス,0-0,レモンＳ,19:03,5285.0,ＤＡＺＮ
