,第n回,種別,No,開催日,試合結果,くじ結果,当選金_1,当選金_2,当選金_3,次回への繰越金_1,次回への繰越金_2,次回への繰越金_3,当せん口数_1,当せん口数_2,当せん口数_3,販売開始日,販売終了日,結果発表日,払戻開始日,払戻期限,ホーム,アウェイ
117,555,mini toto-A組,3,20120331,1-1,0,40561,0,0,0,0,0,275,0,0,2012年03月24日(土),2012年03月31日(土),2012年03月31日(土),2012年04月03日(火),2013年04月02日(火),浦和レッズ,川崎フロンターレ
118,555,mini toto-A組,4,20120331,1-0,1,40561,0,0,0,0,0,275,0,0,2012年03月24日(土),2012年03月31日(土),2012年03月31日(土),2012年04月03日(火),2013年04月02日(火),ジュビロ磐田,柏レイソル
119,555,mini toto-A組,5,20120331,1-2,2,40561,0,0,0,0,0,275,0,0,2012年03月24日(土),2012年03月31日(土),2012年03月31日(土),2012年04月03日(火),2013年04月02日(火),セレッソ大阪,ベガルタ仙台
120,555,mini toto-B組,1,20120331,1-1,0,8072,0,0,0,0,0,1081,0,0,2012年03月24日(土),2012年03月31日(土),2012年04月01日(日),2012年04月03日(火),2013年04月02日(火),アルビレックス新潟,ガンバ大阪
121,555,mini toto-B組,2,20120331,1-0,1,8072,0,0,0,0,0,1081,0,0,2012年03月24日(土),2012年03月31日(土),2012年04月01日(日),2012年04月03日(火),2013年04月02日(火),清水エスパルス,北海道コンサドーレ札幌
122,555,mini toto-B組,3,20120331,0-0,0,8072,0,0,0,0,0,1081,0,0,2012年03月24日(土),2012年03月31日(土),2012年04月01日(日),2012年04月03日(火),2013年04月02日(火),横浜Ｆ・マリノス,鹿島アントラーズ
123,555,mini toto-B組,4,20120401,0-3,2,8072,0,0,0,0,0,1081,0,0,2012年03月24日(土),2012年03月31日(土),2012年04月01日(日),2012年04月03日(火),2013年04月02日(火),松本山雅ＦＣ,カターレ富山
124,555,mini toto-B組,5,20120401,3-2,1,8072,0,0,0,0,0,1081,0,0,2012年03月24日(土),2012年03月31日(土),2012年04月01日(日),2012年04月03日(火),2013年04月02日(火),京都サンガF.C.,アビスパ福岡
125,556,mini toto-A組,1,20120404,2-0,1,2377,0,0,0,0,0,4804,0,0,2012年03月28日(水),2012年04月04日(水),2012年04月04日(水),2012年04月06日(金),2013年04月05日(金),ベガルタ仙台,サガン鳥栖
126,556,mini toto-A組,2,20120404,4-3,1,2377,0,0,0,0,0,4804,0,0,2012年03月28日(水),2012年04月04日(水),2012年04月04日(水),2012年04月06日(金),2013年04月05日(金),ジュビロ磐田,浦和レッズ
127,556,mini toto-A組,3,20120404,1-1,0,2377,0,0,0,0,0,4804,0,0,2012年03月28日(水),2012年04月04日(水),2012年04月04日(水),2012年04月06日(金),2013年04月05日(金),サンフレッチェ広島,川崎フロンターレ
128,556,mini toto-A組,4,20120404,1-0,1,2377,0,0,0,0,0,4804,0,0,2012年03月28日(水),2012年04月04日(水),2012年04月04日(水),2012年04月06日(金),2013年04月05日(金),鹿島アントラーズ,大宮アルディージャ
129,556,mini toto-A組,5,20120404,1-0,1,2377,0,0,0,0,0,4804,0,0,2012年03月28日(水),2012年04月04日(水),2012年04月04日(水),2012年04月06日(金),2013年04月05日(金),清水エスパルス,アルビレックス新潟
130,557,toto,1,20120407,0-2,2,1615138,10076,1270,0,0,0,93,1736,13789,2012年03月31日(土),2012年04月07日(土),2012年04月08日(日),2012年04月10日(火),2013年04月09日(火),北海道コンサドーレ札幌,柏レイソル
131,557,toto,2,20120407,2-2,0,1615138,10076,1270,0,0,0,93,1736,13789,2012年03月31日(土),2012年04月07日(土),2012年04月08日(日),2012年04月10日(火),2013年04月09日(火),ベガルタ仙台,ジュビロ磐田
132,557,toto,3,20120407,1-0,1,1615138,10076,1270,0,0,0,93,1736,13789,2012年03月31日(土),2012年04月07日(土),2012年04月08日(日),2012年04月10日(火),2013年04月09日(火),名古屋グランパス,サガン鳥栖
133,557,toto,4,20120407,0-1,2,1615138,10076,1270,0,0,0,93,1736,13789,2012年03月31日(土),2012年04月07日(土),2012年04月08日(日),2012年04月10日(火),2013年04月09日(火),ヴィッセル神戸,清水エスパルス
134,557,toto,5,20120407,0-0,0,1615138,10076,1270,0,0,0,93,1736,13789,2012年03月31日(土),2012年04月07日(土),2012年04月08日(日),2012年04月10日(火),2013年04月09日(火),アルビレックス新潟,横浜Ｆ・マリノス
135,557,toto,6,20120407,0-3,2,1615138,10076,1270,0,0,0,93,1736,13789,2012年03月31日(土),2012年04月07日(土),2012年04月08日(日),2012年04月10日(火),2013年04月09日(火),大宮アルディージャ,セレッソ大阪
136,557,toto,7,20120407,1-3,2,1615138,10076,1270,0,0,0,93,1736,13789,2012年03月31日(土),2012年04月07日(土),2012年04月08日(日),2012年04月10日(火),2013年04月09日(火),鹿島アントラーズ,浦和レッズ
137,557,toto,8,20120407,4-1,1,1615138,10076,1270,0,0,0,93,1736,13789,2012年03月31日(土),2012年04月07日(土),2012年04月08日(日),2012年04月10日(火),2013年04月09日(火),サンフレッチェ広島,ガンバ大阪
138,557,toto,9,20120408,0-1,2,1615138,10076,1270,0,0,0,93,1736,13789,2012年03月31日(土),2012年04月07日(土),2012年04月08日(日),2012年04月10日(火),2013年04月09日(火),川崎フロンターレ,ＦＣ東京
139,557,toto,10,20120408,1-2,2,1615138,10076,1270,0,0,0,93,1736,13789,2012年03月31日(土),2012年04月07日(土),2012年04月08日(日),2012年04月10日(火),2013年04月09日(火),カターレ富山,ザスパクサツ群馬
140,557,toto,11,20120408,2-0,1,1615138,10076,1270,0,0,0,93,1736,13789,2012年03月31日(土),2012年04月07日(土),2012年04月08日(日),2012年04月10日(火),2013年04月09日(火),東京ヴェルディ,徳島ヴォルティス
141,557,toto,12,20120408,1-0,1,1615138,10076,1270,0,0,0,93,1736,13789,2012年03月31日(土),2012年04月07日(土),2012年04月08日(日),2012年04月10日(火),2013年04月09日(火),ファジアーノ岡山,松本山雅ＦＣ
142,557,toto,13,20120408,4-2,1,1615138,10076,1270,0,0,0,93,1736,13789,2012年03月31日(土),2012年04月07日(土),2012年04月08日(日),2012年04月10日(火),2013年04月09日(火),愛媛ＦＣ,アビスパ福岡
143,557,mini toto-A組,1,20120407,0-2,2,3377,0,0,0,0,0,3136,0,0,2012年03月31日(土),2012年04月07日(土),2012年04月07日(土),2012年04月10日(火),2013年04月09日(火),北海道コンサドーレ札幌,柏レイソル
144,557,mini toto-A組,2,20120407,2-2,0,3377,0,0,0,0,0,3136,0,0,2012年03月31日(土),2012年04月07日(土),2012年04月07日(土),2012年04月10日(火),2013年04月09日(火),ベガルタ仙台,ジュビロ磐田
145,557,mini toto-A組,3,20120407,1-0,1,3377,0,0,0,0,0,3136,0,0,2012年03月31日(土),2012年04月07日(土),2012年04月07日(土),2012年04月10日(火),2013年04月09日(火),名古屋グランパス,サガン鳥栖
146,557,mini toto-A組,4,20120407,0-1,2,3377,0,0,0,0,0,3136,0,0,2012年03月31日(土),2012年04月07日(土),2012年04月07日(土),2012年04月10日(火),2013年04月09日(火),ヴィッセル神戸,清水エスパルス
147,557,mini toto-A組,5,20120407,0-0,0,3377,0,0,0,0,0,3136,0,0,2012年03月31日(土),2012年04月07日(土),2012年04月07日(土),2012年04月10日(火),2013年04月09日(火),アルビレックス新潟,横浜Ｆ・マリノス
148,557,mini toto-B組,1,20120407,0-3,2,3299,0,0,0,0,0,2371,0,0,2012年03月31日(土),2012年04月07日(土),2012年04月08日(日),2012年04月10日(火),2013年04月09日(火),大宮アルディージャ,セレッソ大阪
149,557,mini toto-B組,2,20120407,1-3,2,3299,0,0,0,0,0,2371,0,0,2012年03月31日(土),2012年04月07日(土),2012年04月08日(日),2012年04月10日(火),2013年04月09日(火),鹿島アントラーズ,浦和レッズ
150,557,mini toto-B組,3,20120407,4-1,1,3299,0,0,0,0,0,2371,0,0,2012年03月31日(土),2012年04月07日(土),2012年04月08日(日),2012年04月10日(火),2013年04月09日(火),サンフレッチェ広島,ガンバ大阪
151,557,mini toto-B組,4,20120408,0-1,2,3299,0,0,0,0,0,2371,0,0,2012年03月31日(土),2012年04月07日(土),2012年04月08日(日),2012年04月10日(火),2013年04月09日(火),川崎フロンターレ,ＦＣ東京
152,557,mini toto-B組,5,20120408,1-2,2,3299,0,0,0,0,0,2371,0,0,2012年03月31日(土),2012年04月07日(土),2012年04月08日(日),2012年04月10日(火),2013年04月09日(火),カターレ富山,ザスパクサツ群馬
153,558,toto,1,20120414,2-3,2,74556125,355043,24390,0,0,0,1,45,655,2012年04月07日(土),2012年04月14日(土),2012年04月15日(日),2012年04月17日(火),2013年04月16日(火),柏レイソル,ベガルタ仙台
154,558,toto,2,20120414,1-2,2,74556125,355043,24390,0,0,0,1,45,655,2012年04月07日(土),2012年04月14日(土),2012年04月15日(日),2012年04月17日(火),2013年04月16日(火),ＦＣ東京,鹿島アントラーズ
155,558,toto,3,20120414,1-1,0,74556125,355043,24390,0,0,0,1,45,655,2012年04月07日(土),2012年04月14日(土),2012年04月15日(日),2012年04月17日(火),2013年04月16日(火),横浜Ｆ・マリノス,大宮アルディージャ
156,558,toto,4,20120414,3-2,1,74556125,355043,24390,0,0,0,1,45,655,2012年04月07日(土),2012年04月14日(土),2012年04月15日(日),2012年04月17日(火),2013年04月16日(火),清水エスパルス,ジュビロ磐田
157,558,toto,5,20120414,3-1,1,74556125,355043,24390,0,0,0,1,45,655,2012年04月07日(土),2012年04月14日(土),2012年04月15日(日),2012年04月17日(火),2013年04月16日(火),名古屋グランパス,北海道コンサドーレ札幌
158,558,toto,6,20120414,2-0,1,74556125,355043,24390,0,0,0,1,45,655,2012年04月07日(土),2012年04月14日(土),2012年04月15日(日),2012年04月17日(火),2013年04月16日(火),浦和レッズ,ヴィッセル神戸
159,558,toto,7,20120414,1-0,1,74556125,355043,24390,0,0,0,1,45,655,2012年04月07日(土),2012年04月14日(土),2012年04月15日(日),2012年04月17日(火),2013年04月16日(火),サガン鳥栖,サンフレッチェ広島
160,558,toto,8,20120414,3-2,1,74556125,355043,24390,0,0,0,1,45,655,2012年04月07日(土),2012年04月14日(土),2012年04月15日(日),2012年04月17日(火),2013年04月16日(火),ガンバ大阪,川崎フロンターレ
161,558,toto,9,20120415,0-3,2,74556125,355043,24390,0,0,0,1,45,655,2012年04月07日(土),2012年04月14日(土),2012年04月15日(日),2012年04月17日(火),2013年04月16日(火),ＦＣ町田ゼルビア,栃木ＳＣ
162,558,toto,10,20120415,0-3,2,74556125,355043,24390,0,0,0,1,45,655,2012年04月07日(土),2012年04月14日(土),2012年04月15日(日),2012年04月17日(火),2013年04月16日(火),ロアッソ熊本,松本山雅ＦＣ
163,558,toto,11,20120414,0-1,2,74556125,355043,24390,0,0,0,1,45,655,2012年04月07日(土),2012年04月14日(土),2012年04月15日(日),2012年04月17日(火),2013年04月16日(火),セレッソ大阪,アルビレックス新潟
164,558,toto,12,20120415,1-0,1,74556125,355043,24390,0,0,0,1,45,655,2012年04月07日(土),2012年04月14日(土),2012年04月15日(日),2012年04月17日(火),2013年04月16日(火),モンテディオ山形,カターレ富山
165,558,toto,13,20120415,1-0,1,74556125,355043,24390,0,0,0,1,45,655,2012年04月07日(土),2012年04月14日(土),2012年04月15日(日),2012年04月17日(火),2013年04月16日(火),京都サンガF.C.,東京ヴェルディ
166,558,mini toto-A組,1,20120414,2-3,2,10109,0,0,0,0,0,1115,0,0,2012年04月07日(土),2012年04月14日(土),2012年04月14日(土),2012年04月17日(火),2013年04月16日(火),柏レイソル,ベガルタ仙台
167,558,mini toto-A組,2,20120414,1-2,2,10109,0,0,0,0,0,1115,0,0,2012年04月07日(土),2012年04月14日(土),2012年04月14日(土),2012年04月17日(火),2013年04月16日(火),ＦＣ東京,鹿島アントラーズ
168,558,mini toto-A組,3,20120414,1-1,0,10109,0,0,0,0,0,1115,0,0,2012年04月07日(土),2012年04月14日(土),2012年04月14日(土),2012年04月17日(火),2013年04月16日(火),横浜Ｆ・マリノス,大宮アルディージャ
169,558,mini toto-A組,4,20120414,3-2,1,10109,0,0,0,0,0,1115,0,0,2012年04月07日(土),2012年04月14日(土),2012年04月14日(土),2012年04月17日(火),2013年04月16日(火),清水エスパルス,ジュビロ磐田
170,558,mini toto-A組,5,20120414,3-1,1,10109,0,0,0,0,0,1115,0,0,2012年04月07日(土),2012年04月14日(土),2012年04月14日(土),2012年04月17日(火),2013年04月16日(火),名古屋グランパス,北海道コンサドーレ札幌
171,558,mini toto-B組,1,20120414,2-0,1,15014,0,0,0,0,0,568,0,0,2012年04月07日(土),2012年04月14日(土),2012年04月15日(日),2012年04月17日(火),2013年04月16日(火),浦和レッズ,ヴィッセル神戸
172,558,mini toto-B組,2,20120414,1-0,1,15014,0,0,0,0,0,568,0,0,2012年04月07日(土),2012年04月14日(土),2012年04月15日(日),2012年04月17日(火),2013年04月16日(火),サガン鳥栖,サンフレッチェ広島
173,558,mini toto-B組,3,20120414,3-2,1,15014,0,0,0,0,0,568,0,0,2012年04月07日(土),2012年04月14日(土),2012年04月15日(日),2012年04月17日(火),2013年04月16日(火),ガンバ大阪,川崎フロンターレ
174,558,mini toto-B組,4,20120415,0-3,2,15014,0,0,0,0,0,568,0,0,2012年04月07日(土),2012年04月14日(土),2012年04月15日(日),2012年04月17日(火),2013年04月16日(火),ＦＣ町田ゼルビア,栃木ＳＣ
175,558,mini toto-B組,5,20120415,0-3,2,15014,0,0,0,0,0,568,0,0,2012年04月07日(土),2012年04月14日(土),2012年04月15日(日),2012年04月17日(火),2013年04月16日(火),ロアッソ熊本,松本山雅ＦＣ
176,559,mini toto-A組,1,20120418,3-1,1,2263,0,0,0,0,0,4977,0,0,2012年04月11日(水),2012年04月18日(水),2012年04月18日(水),2012年04月20日(金),2013年04月19日(金),川崎フロンターレ,ベガルタ仙台
177,559,mini toto-A組,2,20120418,1-0,1,2263,0,0,0,0,0,4977,0,0,2012年04月11日(水),2012年04月18日(水),2012年04月18日(水),2012年04月20日(金),2013年04月19日(金),ジュビロ磐田,サンフレッチェ広島
178,559,mini toto-A組,3,20120418,1-2,2,2263,0,0,0,0,0,4977,0,0,2012年04月11日(水),2012年04月18日(水),2012年04月18日(水),2012年04月20日(金),2013年04月19日(金),北海道コンサドーレ札幌,鹿島アントラーズ
179,559,mini toto-A組,4,20120418,1-0,1,2263,0,0,0,0,0,4977,0,0,2012年04月11日(水),2012年04月18日(水),2012年04月18日(水),2012年04月20日(金),2013年04月19日(金),アルビレックス新潟,ヴィッセル神戸
180,559,mini toto-A組,5,20120418,1-0,1,2263,0,0,0,0,0,4977,0,0,2012年04月11日(水),2012年04月18日(水),2012年04月18日(水),2012年04月20日(金),2013年04月19日(金),清水エスパルス,横浜Ｆ・マリノス
181,560,toto,1,20120421,2-3,2,34414922,98295,6000,0,0,0,2,150,2459,2012年04月14日(土),2012年04月21日(土),2012年04月22日(日),2012年04月24日(火),2013年04月23日(火),北海道コンサドーレ札幌,川崎フロンターレ
182,560,toto,2,20120421,1-0,1,34414922,98295,6000,0,0,0,2,150,2459,2012年04月14日(土),2012年04月21日(土),2012年04月22日(日),2012年04月24日(火),2013年04月23日(火),ジュビロ磐田,横浜Ｆ・マリノス
183,560,toto,3,20120421,3-1,1,34414922,98295,6000,0,0,0,2,150,2459,2012年04月14日(土),2012年04月21日(土),2012年04月22日(日),2012年04月24日(火),2013年04月23日(火),ヴィッセル神戸,柏レイソル
184,560,toto,4,20120421,1-1,0,34414922,98295,6000,0,0,0,2,150,2459,2012年04月14日(土),2012年04月21日(土),2012年04月22日(日),2012年04月24日(火),2013年04月23日(火),サンフレッチェ広島,名古屋グランパス
185,560,toto,5,20120421,3-2,1,34414922,98295,6000,0,0,0,2,150,2459,2012年04月14日(土),2012年04月21日(土),2012年04月22日(日),2012年04月24日(火),2013年04月23日(火),鹿島アントラーズ,セレッソ大阪
186,560,toto,6,20120421,2-0,1,34414922,98295,6000,0,0,0,2,150,2459,2012年04月14日(土),2012年04月21日(土),2012年04月22日(日),2012年04月24日(火),2013年04月23日(火),大宮アルディージャ,浦和レッズ
187,560,toto,7,20120421,4-0,1,34414922,98295,6000,0,0,0,2,150,2459,2012年04月14日(土),2012年04月21日(土),2012年04月22日(日),2012年04月24日(火),2013年04月23日(火),ベガルタ仙台,ＦＣ東京
188,560,toto,8,20120422,3-1,1,34414922,98295,6000,0,0,0,2,150,2459,2012年04月14日(土),2012年04月21日(土),2012年04月22日(日),2012年04月24日(火),2013年04月23日(火),ガンバ大阪,清水エスパルス
189,560,toto,9,20120422,1-0,1,34414922,98295,6000,0,0,0,2,150,2459,2012年04月14日(土),2012年04月21日(土),2012年04月22日(日),2012年04月24日(火),2013年04月23日(火),松本山雅ＦＣ,ジェフユナイテッド千葉
190,560,toto,10,20120422,0-4,2,34414922,98295,6000,0,0,0,2,150,2459,2012年04月14日(土),2012年04月21日(土),2012年04月22日(日),2012年04月24日(火),2013年04月23日(火),徳島ヴォルティス,アビスパ福岡
191,560,toto,11,20120422,0-1,2,34414922,98295,6000,0,0,0,2,150,2459,2012年04月14日(土),2012年04月21日(土),2012年04月22日(日),2012年04月24日(火),2013年04月23日(火),ギラヴァンツ北九州,モンテディオ山形
192,560,toto,12,20120422,2-3,2,34414922,98295,6000,0,0,0,2,150,2459,2012年04月14日(土),2012年04月21日(土),2012年04月22日(日),2012年04月24日(火),2013年04月23日(火),カターレ富山,大分トリニータ
193,560,toto,13,20120422,2-0,1,34414922,98295,6000,0,0,0,2,150,2459,2012年04月14日(土),2012年04月21日(土),2012年04月22日(日),2012年04月24日(火),2013年04月23日(火),ファジアーノ岡山,ガイナーレ鳥取
194,560,mini toto-A組,1,20120421,2-3,2,4847,0,0,0,0,0,2077,0,0,2012年04月14日(土),2012年04月21日(土),2012年04月21日(土),2012年04月24日(火),2013年04月23日(火),北海道コンサドーレ札幌,川崎フロンターレ
195,560,mini toto-A組,2,20120421,1-0,1,4847,0,0,0,0,0,2077,0,0,2012年04月14日(土),2012年04月21日(土),2012年04月21日(土),2012年04月24日(火),2013年04月23日(火),ジュビロ磐田,横浜Ｆ・マリノス
196,560,mini toto-A組,3,20120421,3-1,1,4847,0,0,0,0,0,2077,0,0,2012年04月14日(土),2012年04月21日(土),2012年04月21日(土),2012年04月24日(火),2013年04月23日(火),ヴィッセル神戸,柏レイソル
197,560,mini toto-A組,4,20120421,1-1,0,4847,0,0,0,0,0,2077,0,0,2012年04月14日(土),2012年04月21日(土),2012年04月21日(土),2012年04月24日(火),2013年04月23日(火),サンフレッチェ広島,名古屋グランパス
198,560,mini toto-A組,5,20120421,3-2,1,4847,0,0,0,0,0,2077,0,0,2012年04月14日(土),2012年04月21日(土),2012年04月21日(土),2012年04月24日(火),2013年04月23日(火),鹿島アントラーズ,セレッソ大阪
199,560,mini toto-B組,1,20120421,2-0,1,20942,0,0,0,0,0,390,0,0,2012年04月14日(土),2012年04月21日(土),2012年04月22日(日),2012年04月24日(火),2013年04月23日(火),大宮アルディージャ,浦和レッズ
